"","X1","X2","X3","X4","X5","X6","X7"
"1",112.838733197397,-34.3606526258205,-158.33732483887,-3.26926429841968,11.0220831864349,6.91138120317281,1274.3396254863
"2",120.66225805339,-39.647256721207,-163.655632791089,-3.82007153150411,10.4962671429196,6.20172662359619,1226.95691642494
"3",114.333832572171,-32.6988472735679,-155.574878883629,-1.86601020469167,12.1284903425287,9.93690196563724,1701.52292096129
"4",121.57197536369,-40.0174536129418,-165.833358472157,-3.04912993518607,11.1505936863348,6.85265954473629,1645.44961804547
"5",114.058102251074,-35.3444489923535,-159.788455871214,2.45171152174668,13.9399497371777,3.73851530446425,1148.09149075211
"6",125.807314776625,-42.0598964621274,-170.544590543535,-1.08713796458886,12.0132923443068,4.85085898895999,1109.80417579669
"7",111.500933190391,-32.181576136189,-158.534067992719,-3.21100421347778,12.4296371857686,6.24830931919243,1185.60876957196
"8",108.695470890538,-35.1285065590212,-153.200037204616,0.00741646135100127,11.8454760091978,8.07120555915478,1977.6713859825
"9",117.508197747842,-35.6811660724659,-158.004752826927,1.30016374262624,13.0774668607986,18.567387263048,2469.57879660417
"10",123.361138372658,-40.1572243366015,-165.533868521142,0.71307168244723,12.8382913323971,7.6149805946145,2014.47871848714
"11",115.263669737527,-39.3978133134891,-163.875285448158,-1.03209946684391,12.0504026357081,7.73298315224542,2028.1005852617
"12",110.819189154002,-35.4834968900651,-154.08445003752,-0.872997965107173,11.9121908171431,4.76538839305556,882.300917227042
"13",106.188167690355,-30.0486402833677,-154.33295305862,-4.20420950499585,10.9189620622746,7.82476800824093,1549.71132755315
"14",118.156009242898,-36.6552021817315,-162.581895815031,-1.41745917164042,11.9315556935651,8.22760500088223,2179.45239796236
"15",120.226000303811,-41.6928066189592,-164.684056346722,-2.07569796902292,10.5104192494613,10.1359842817411,2295.51312362496
"16",117.032637181209,-39.7999594760199,-164.837651677642,-5.38755105176943,9.97546997742693,6.82937841523483,1601.85974769641
"17",114.385527573961,-34.1727002437043,-158.165603871554,-0.43466141640481,12.9172160728109,13.1931475903664,2638.82437998299
"18",111.143992131394,-35.8550112310846,-162.324074576937,-4.17439459488133,11.3237744935771,7.76256574370537,2075.12290737704
"19",114.636110961013,-35.2762303031126,-152.500155456552,2.67027165358763,12.7628156963224,10.3711156335937,1799.20501000803
"20",106.642041067895,-30.6674956554462,-155.736702394293,0.340111559671201,13.3545096515021,3.02198140138037,1163.11374947013
"21",112.549732220369,-35.0549744810416,-156.867231107584,-3.66353484863533,10.3727791002089,8.80752971361927,1311.78683835116
"22",116.154823422717,-36.9020971763734,-160.539811361114,0.700060317385236,13.1262406174341,6.51763400326718,860.352361495394
"23",116.519199219242,-36.2522998855019,-160.297492717616,-1.8167131302008,11.268796143577,6.84394170494197,1143.5915376843
"24",110.899004611306,-34.4808772516491,-157.059599585614,-5.24193975837635,9.77473794025889,7.02868176011603,1725.12075436137
"25",120.825189772498,-42.8343256482865,-166.932352713593,-2.9510357253479,10.4035953511488,8.51289827113441,1287.60527671129
"26",119.624167700898,-38.4875368097107,-164.697570223216,-2.93171782583197,11.9008605958751,11.6355843859863,1718.71690153722
"27",109.774429000495,-28.7907456017544,-152.983954682824,-1.20167177006654,12.7594146874914,10.7705320391701,1746.97940754161
"28",114.528994311121,-39.8728209678098,-159.783622207236,-3.43711698289229,9.68633996897117,8.39230950415489,1514.23382639173
"29",118.9064076519,-38.1771255724442,-163.174629339232,-0.659638934517146,11.948270414714,3.00502621209718,1540.88451508688
